69	frontend/src/common/SubscriptionStatusIndicator.tsx
68	frontend/src/leaderboard/leaderboard-sorter.ts
68	backend/migrations/1700000007_increase_channel_field_limits.go
66	scripts/new-worktree.sh
66	backend/ingest/channels.go
65	frontend/src/common/columnPrefs.ts
65	frontend/proxy.ts
63	frontend/src/index.css
62	frontend/src/common/TimeDisplay.test.tsx
61	frontend/src/tests/test_setup.ts
61	frontend/src/race/RacesContainer.tsx
61	frontend/src/leaderboard/useInactivityPause.ts
61	frontend/src/common/useUserActivity.ts
60	.gitignore
59	frontend/src/admin/ClientKVTable.tsx
59	frontend/public/scenarios/empty-state.json
59	backend/migrations/1700000002_scheduler_collections.go
59	.cursor/rules/imports.mdc
58	frontend/src/common/patterns.css
58	frontend/src/common/Spinner.tsx
57	frontend/src/common/time.ts
56	frontend/src/leaderboard/leaderboard-types.ts
56	frontend/src/common/ErrorBoundary.tsx
56	frontend/src/admin/IngestTargetsTable.tsx
54	frontend/src/devTools/initialize.tsx
54	frontend/src/common/enums.ts
54	backend/control/protocol.go
53	backend/scheduler/helpers.go
53	backend/migrations/1700000003_race_order_and_client_kv.go
52	frontend/src/routes/admin/kv.tsx
52	backend/ingest/results.go
52	.cursor/rules/documentation.mdc
52	.cursor/rules/cursor_rules.mdc
51	frontend/src/common/ViewSelector.tsx
51	backend/build.bat
50	frontend/src/race/RaceTime.tsx
49	scripts/preflight-build.sh
49	frontend/src/common/TimeDisplay.tsx
49	backend/build.sh
49	.github/pull_request_template.md
48	frontend/src/common/Spinner.test.tsx
47	backend/control/stats_store.go
46	scripts/example_prd.txt
45	frontend/src/common/Legend.css
45	AGENTS.md
44	frontend/src/responsive/ResponsiveProvider.tsx
43	frontend/src/race/RaceNumber.tsx
43	frontend/src/bracket/finals-types.ts
43	frontend/src/api/pbRealtimeTypes.ts
42	frontend/src/common/useIdleCursor.ts
42	backend/go.mod
41	frontend/src/common/QRCode.tsx
40	e2e/playwright.config.ts
40	backend/migrations/1700000008_increase_client_kv_value_limit.go
39	frontend/src/routes/__root.tsx
39	frontend/src/main.tsx
39	frontend/src/leaderboard/AutoscrollToggle.tsx
38	frontend/src/bracket/BracketView.css
38	.vscode/settings.json
37	frontend/src/admin/AdminLayout.tsx
37	frontend/public/vite.svg
37	backend/ingest/service_test.go
36	frontend/src/common/ViewSelector.css
36	frontend/src/admin/admin-utils.ts
34	frontend/src/common/LegendItem.tsx
34	backend/ingest/rounds.go
33	frontend/src/common/OverflowFadeCell.tsx
32	frontend/src/stream/StreamTimestampLink.tsx
31	frontend/src/leaderboard/sorting-types.ts
31	frontend/src/common/columnPrefs.test.ts
30	frontend/src/pilot/PilotChannelView.tsx
30	backend/migrations/1700000004_control_fetch_stats.go
29	frontend/src/common/usePrefersReducedMotion.ts
29	backend/ingest/upsert_test.go
28	frontend/src/common/utils.test.ts
28	frontend/src/common/ChannelSquare.tsx
27	frontend/src/responsive/useBreakpoint.ts
26	e2e/deno.json
25	frontend/src/routes/admin/ingest.tsx
25	frontend/src/leaderboard/LeaderboardAtomBridge.tsx
25	frontend/public/scenarios/error-state.json
24	frontend/src/responsive/computeBreakpoint.test.ts
24	frontend/src/devTools/browser.ts
23	frontend/src/devTools/server.ts
23	e2e/src/fixtures.ts
22	frontend/src/race/RaceTime.test.tsx
22	.github/workflows/playwright.yml
21	frontend/src/devTools/workerUtils.ts
21	frontend/src/bracket/BracketView.tsx
20	frontend/src/common/Legend.test.tsx
20	frontend/index.html
19	frontend/src/routes/pilots/$pilotId.tsx
19	frontend/src/routes/admin/settings.tsx
19	frontend/src/devTools/snapshotConstants.ts
18	frontend/src/bracket/bracket-types.ts
16	frontend/src/routes/index.tsx
16	frontend/src/common/Legend.tsx
16	frontend/src/assets/react.svg
15	frontend/src/responsive/breakpoints.ts
15	frontend/src/common/GenericSuspense.tsx
14	frontend/src/routes/admin.tsx
14	frontend/src/common/LegendItem.test.tsx
13	frontend/src/vite-env.d.ts
13	frontend/src/admin/cells.tsx
13	RELEASE_NOTES.md
13	.env.example
12	frontend/src/state/jotai-utils.ts
12	frontend/src/router.ts
12	frontend/src/race/index.ts
11	frontend/src/state/atoms.ts
11	frontend/src/responsive/atoms.ts
10	frontend/src/routes/admin/index.tsx
9	frontend/src/common/ChannelSquare.css
8	frontend/src/state/hooks.ts
8	e2e/tests/smoke.spec.ts
7	frontend/src/types/index.ts
7	frontend/src/state/viewAtoms.ts
7	frontend/src/state/autoscroll-atoms.ts
7	frontend/src/responsive/computeBreakpoint.ts
7	frontend/src/pilot/index.ts
7	frontend/src/common/index.ts
5	frontend/src/responsive/index.ts
4	frontend/src/tests/global-jsdom.ts
4	frontend/src/state/index.ts
4	frontend/src/leaderboard/index.ts
4	CLAUDE.md
3	frontend/src/bracket/index.ts
3	e2e/src/global.teardown.ts
3	e2e/src/global.setup.ts
3	.vscode/extensions.json
2	frontend/src/bracket/spaceConfig.ts
1	.cursorignore
0	frontend/src/race/race-utils.test.ts
